record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat,passenger_id,passenger_gender,passenger_age,passenger_nationality,booking_datetime,sales_channel,payment_method,ticket_price,currency,ticket_price_usd_est,bags_total,bags_checked,fecha_dt
2111,FR,RYANAIR,FR7775,BCN,BOG,2024-04-05 15:01:00,2024-05-04 17:34:00,131,ON_TIME,0,A319,BUSINESS,10F,9A09A757-A1FD-4E2D-BC6B-043729FD509F,F,2,US,,CALL_CENTER,TRANSFERENCIA,240.83,EUR,262.5,1,0,2024-04-05
7375,WN,SOUTHWEST,WN6295,HAV,LIM,2024-04-05 16:12:00,2024-04-05 22:34:00,227,DELAYED,137,B787,ECONOMY,23C,77297001-95F3-44F8-A63A-295A1D9F54B5,M,35,CO,2024-01-08 00:14:00,AGENCIA,PUNTOS,56.5,USD,56.5,1,0,2024-04-05
2514,FR,RYANAIR,FR8377,GUA,MEX,2024-04-05 17:05:00,2024-04-05 18:37:00,73,ON_TIME,0,E190,ECONOMY,42A,50E434AE-D1BD-4330-B6C4-0DB4051FCECF,F,20,CO,2023-11-12 01:53:00,AGENCIA,PUNTOS,69.82,USD,69.82,1,0,2024-04-05
2729,DL,DELTA,DL5252,BOG,MIA,2024-04-05 19:10:00,2024-04-05 23:34:00,272,ON_TIME,0,A320,ECONOMY,24C,1D86D4E3-D9C6-4A43-BB2D-B60560E94293,M,25,MX,2024-02-26 21:56:00,WEB,PAYPAL,"73,91",MXN,4.29,0,0,2024-04-05
4776,DL,DELTA,DL8506,BCN,LIM,2024-04-05 19:34:00,2024-05-04 22:53:00,194,ON_TIME,0,B737,ECONOMY,41B,A9E2783B-6446-46E3-BDA2-BD38BF08B66C,M,38,CO,2024-04-26 23:16:00,AGENCIA,TRANSFERENCIA,83.54,USD,83.54,2,1,2024-04-05
5993,FR,RYANAIR,FR9892,SAL,HAV,2024-04-05 22:37:00,2024-06-04 01:59:00,208,ON_TIME,0,B787,ECONOMY,30C,C1AA8C4B-E381-4ECC-A396-66A01771FD9E,F,42,ES,2023-12-20 00:31:00,CALL_CENTER,PAYPAL,104.82,USD,104.82,0,0,2024-04-05
8789,DL,DELTA,DL9115,CUN,BOG,2024-04-05 22:46:00,2024-05-05 01:54:00,62,DELAYED,123,B739,ECONOMY,32F,B04FCF11-C99D-4276-9D34-0DC1BB0AA61A,M,27,ES,2024-07-03 00:19:00,AEROPUERTO,PAYPAL,90.45,USD,90.45,0,0,2024-04-05
546,WN,SOUTHWEST,WN1412,CUN,LAX,2024-04-05 23:43:00,2024-05-05 06:26:00,397,ON_TIME,0,CRJ9,ECONOMY,20D,5EA0D1D4-088E-47C0-B0D7-FAD174DE056F,M,33,HN,2024-01-06 12:43:00,CALL_CENTER,TARJETA,80.4,USD,80.4,1,0,2024-04-05
2386,FR,RYANAIR,FR7581,SAP,HAV,2024-04-06 01:25:00,2024-04-06 06:22:00,273,ON_TIME,0,B738,ECONOMY,37F,31BAE9D6-C748-4A3D-B05B-5D6C3F04BD60,F,34,US,2023-12-14 07:10:00,CALL_CENTER,TRANSFERENCIA,57.91,GTQ,7.41,1,0,2024-04-06
111,UA,UNITED,UA3788,PTY,SAL,2024-04-06 03:35:00,,,CANCELLED,0,B738,ECONOMY,,65EA8BA3-FFB5-4978-B4E2-5147AE457EF8,M,64,GT,2024-03-24 11:37:00,APP,PAYPAL,"42,37",USD,42.37,0,0,2024-04-06
4914,AA,AMERICAN AIRLINES,AA9157,GUA,BCN,2024-04-06 03:44:00,2024-06-04 08:29:00,250,DELAYED,11,A320,ECONOMY,21C,B2B58079-3406-4CDC-97BC-2D6D8065D5BD,M,12,PE,2024-05-19 11:31:00,APP,EFECTIVO,66.01,EUR,71.95,0,0,2024-04-06
8934,UA,UNITED,UA5387,MEX,LIM,2024-04-06 05:15:00,2024-06-04 11:46:00,398,ON_TIME,0,B738,ECONOMY,19A,44C993ED-BB60-4CBE-9B54-93596B76D192,F,14,PA,2024-05-30 05:27:00,WEB,PUNTOS,75.94,USD,75.94,2,1,2024-04-06
7007,WN,SOUTHWEST,WN0445,BCN,SAL,2024-04-06 09:43:00,2024-04-06 16:22:00,395,ON_TIME,0,B787,BUSINESS,10A,901A991D-2531-41FC-9F00-164CEA046FA9,M,17,SV,2024-03-04 05:13:00,,EFECTIVO,123.93,MXN,7.19,2,1,2024-04-06
4640,AA,AMERICAN AIRLINES,AA2172,LIM,JFK,2024-04-06 13:46:00,2024-04-06 15:06:00,79,ON_TIME,0,B739,ECONOMY,29B,BDF48170-3F37-479B-BE02-E253FC409962,F,27,CR,2024-05-02 09:05:00,APP,EFECTIVO,73.15,USD,73.15,1,0,2024-04-06
654,IB,IBERIA,IB0548,HAV,SJO,2024-04-07 00:18:00,2024-04-07 06:12:00,362,ON_TIME,0,B777,ECONOMY,45A,2DA57F76-CDA2-4B26-B60A-1E025B4298D2,M,34,MX,,APP,EFECTIVO,81.19,USD,81.19,1,0,2024-04-07
5678,FR,RYANAIR,FR0038,SAP,JFK,2024-04-07 00:41:00,2024-07-04 06:03:00,317,ON_TIME,0,B767,ECONOMY,35B,45201E7D-C6D8-4118-8608-ABE7EBCE411A,M,43,PE,2024-06-18 02:34:00,AGENCIA,PUNTOS,134,EUR,146.06,1,0,2024-04-07
1067,FR,RYANAIR,FR7999,CUN,MAD,2024-04-07 02:21:00,2024-07-04 08:29:00,346,ON_TIME,0,B738,ECONOMY,33C,F3D4A6EE-7059-4FDF-88FF-A46DF3CD57DF,F,42,CR,2023-12-18 11:26:00,CALL_CENTER,TARJETA,100.2,GTQ,12.83,2,1,2024-04-07
233,FR,RYANAIR,FR3486,HAV,LAX,2024-04-07 12:49:00,2024-07-04 16:25:00,200,ON_TIME,0,A320,PREMIUM_ECONOMY,15B,7C874500-F758-482D-9A32-31585E26A89D,M,32,MX,2023-12-28 05:15:00,CALL_CENTER,PUNTOS,101.78,USD,101.78,0,0,2024-04-07
5471,AV,AVIANCA,AV2608,SAL,MAD,2024-04-07 14:05:00,2024-07-04 15:01:00,54,ON_TIME,0,B787,ECONOMY,42F,95CE5B0D-611C-442E-B81F-96BDCAC3C2EA,M,19,CU,2024-02-25 16:39:00,APP,TRANSFERENCIA,56.45,USD,56.45,1,0,2024-04-07
7457,AA,AMERICAN AIRLINES,AA6881,BOG,GUA,2024-04-07 14:12:00,2024-04-07 18:21:00,185,DELAYED,52,A320,PREMIUM_ECONOMY,13C,5D6D968D-C9F7-4E63-AA8E-AC31D7518C58,F,74,GT,2024-03-18 02:40:00,WEB,PUNTOS,104.36,MXN,6.05,1,0,2024-04-07
7430,AV,AVIANCA,AV3803,LAX,BOG,2024-04-07 16:25:00,2024-07-04 22:35:00,379,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,15C,BCA25884-F7B2-4D30-B754-79EFEDB82000,F,22,MX,2023-12-17 16:27:00,WEB,EFECTIVO,109.35,GTQ,14.0,2,1,2024-04-07
861,WN,SOUTHWEST,WN2766,JFK,SAP,2024-04-07 18:27:00,2024-04-08 00:28:00,357,ON_TIME,0,A319,ECONOMY,32F,FF0DC0CD-9F24-4780-BF40-2C9F5421A719,M,40,ES,2024-03-17 12:51:00,AEROPUERTO,EFECTIVO,74.38,MXN,4.31,3,2,2024-04-07
936,AV,AVIANCA,AV0428,MEX,GUA,2024-04-07 18:35:00,2024-07-05 01:47:00,414,DELAYED,15,E190,ECONOMY,23C,531570F3-382C-44D2-AE94-927B57CF69DD,F,19,PE,2024-06-30 03:31:00,AGENCIA,PUNTOS,75.55,USD,75.55,1,0,2024-04-07
5106,LA,LATAM,LA6798,SAL,CUN,2024-04-07 18:38:00,,,CANCELLED,0,E190,ECONOMY,,BDF2AD1A-C0D9-40E7-AC03-9CBFEFC15AE0,F,29,CU,2024-03-26 08:21:00,WEB,PAYPAL,93.77,GTQ,12.0,1,0,2024-04-07
7151,WN,SOUTHWEST,WN4361,SJO,GUA,2024-04-07 18:56:00,,,CANCELLED,0,B738,ECONOMY,,69991CFE-45FD-46AC-9B65-691259261691,M,35,CO,2024-02-01 14:44:00,WEB,TARJETA,62.5,EUR,68.12,1,0,2024-04-07
7041,UA,UNITED,UA6660,SJO,MAD,2024-04-07 19:32:00,2024-04-07 21:49:00,126,ON_TIME,0,B787,PREMIUM_ECONOMY,14A,9B9651A4-FE27-4F26-BE47-18866A3BCF25,M,24,CU,2023-12-19 08:04:00,AGENCIA,EFECTIVO,208.79,USD,208.79,1,0,2024-04-07
9390,AV,AVIANCA,AV6715,MEX,HAV,2024-04-07 23:30:00,2024-04-08 03:22:00,229,ON_TIME,0,A321,ECONOMY,24D,449FDEF2-DC4F-4F86-AF72-C371CF646167,F,31,SV,2023-12-18 02:58:00,AGENCIA,PUNTOS,56.24,GTQ,7.2,2,1,2024-04-07
9464,FR,RYANAIR,FR4369,HAV,PTY,2024-04-07 23:52:00,2024-04-08 01:05:00,83,ON_TIME,0,A321,ECONOMY,21E,6F1A2449-2345-47FD-B76E-986D4B72F14A,F,12,SV,2024-04-02 12:01:00,CALL_CENTER,EFECTIVO,69.7,USD,69.7,2,1,2024-04-07
5724,CM,COPA AIRLINES,CM0647,SJO,SAP,2024-04-08 02:07:00,2024-04-08 10:37:00,312,DELAYED,200,B738,ECONOMY,40D,7EC7AE0A-5F46-4731-B060-54DBE99E1A4F,F,28,CR,,CALL_CENTER,TRANSFERENCIA,108.74,USD,108.74,1,0,2024-04-08
385,BA,BRITISH AIRWAYS,BA2714,LAX,MIA,2024-04-08 02:23:00,2024-04-08 06:14:00,222,ON_TIME,0,B737,ECONOMY,18E,0056F1BE-0752-407A-9A4F-21F235CEA519,M,25,HN,,APP,TARJETA,153.6,USD,153.6,2,1,2024-04-08
9180,UA,UNITED,UA9406,MEX,LAX,2024-04-08 02:45:00,2024-08-04 05:49:00,178,ON_TIME,0,B757,ECONOMY,35C,450807AD-3CF4-478E-AD31-844CD189BBAB,F,34,SV,,AEROPUERTO,PAYPAL,148.23,EUR,161.57,1,0,2024-04-08
5560,B6,JETBLUE,B62063,SJO,MAD,2024-04-08 02:59:00,2024-04-08 05:03:00,99,ON_TIME,0,B787,ECONOMY,26E,F47B788B-78D6-4A35-A3C5-B2342ED537FE,F,48,PA,2023-12-31 17:53:00,CALL_CENTER,TARJETA,114.4,USD,114.4,2,1,2024-04-08
3266,WN,SOUTHWEST,WN4150,SJO,SAL,2024-04-08 07:16:00,2024-08-04 08:35:00,81,ON_TIME,0,B757,ECONOMY,42B,044DDBA5-2785-4055-B7F5-FD0DB49B1E71,F,41,HN,2024-04-04 09:33:00,WEB,PAYPAL,"95,68",USD,95.68,1,0,2024-04-08
4595,B6,JETBLUE,B68209,CUN,PTY,2024-04-08 08:05:00,2024-08-04 18:38:00,370,DELAYED,238,A321,ECONOMY,27B,7AFAEC2F-764B-4D38-87E9-028A9DF00CE0,M,32,PE,2024-05-01 09:21:00,WEB,TRANSFERENCIA,143.11,MXN,8.3,1,0,2024-04-08
8507,BA,BRITISH AIRWAYS,BA2098,PTY,JFK,2024-04-08 08:36:00,2024-04-08 14:19:00,334,ON_TIME,0,A320,ECONOMY,34F,79056D2B-844F-45C6-B4BA-3EA369C830CB,M,33,PE,2024-10-03 07:44:00,CALL_CENTER,EFECTIVO,72.04,GTQ,9.22,0,0,2024-04-08
1774,DL,DELTA,DL5338,SAP,LIM,2024-04-08 11:58:00,2024-04-08 16:42:00,291,ON_TIME,0,B738,ECONOMY,44B,83F300FB-2847-4032-AACF-9684E4E9A4F0,X,42,ES,2024-04-04 06:34:00,AGENCIA,TRANSFERENCIA,136.09,USD,136.09,1,0,2024-04-08
9016,DL,DELTA,DL1455,GUA,SAP,2024-04-08 12:01:00,2024-04-08 17:02:00,259,DELAYED,45,A321,ECONOMY,43C,F2929A7D-B2C6-478C-AE3C-1E6FFA66A1EE,M,44,CR,2024-01-19 20:57:00,CALL_CENTER,EFECTIVO,"44,28",USD,44.28,0,0,2024-04-08
496,AV,AVIANCA,AV0587,MEX,SAP,2024-04-08 13:06:00,2024-04-08 17:05:00,64,DELAYED,164,B739,ECONOMY,23F,FB092DBF-4FA9-4C65-B46B-290DDA77D238,M,36,CR,2024-01-06 14:50:00,AEROPUERTO,TRANSFERENCIA,39.86,GTQ,5.1,1,0,2024-04-08
2068,FR,RYANAIR,FR7789,MEX,HAV,2024-04-08 16:17:00,2024-04-08 18:41:00,128,ON_TIME,0,A319,BUSINESS,5B,37E9707E-CAEE-4672-B883-C2A51F57E594,M,32,CU,,AGENCIA,TARJETA,156.42,MXN,9.07,1,0,2024-04-08
3185,LA,LATAM,LA2485,MEX,SJO,2024-04-08 16:50:00,2024-08-04 22:45:00,340,ON_TIME,0,E190,ECONOMY,23F,28EE731E-2FA4-40FC-8418-2FD2BA451F21,F,23,HN,,WEB,TRANSFERENCIA,70.15,USD,70.15,2,1,2024-04-08
817,UA,UNITED,UA0885,JFK,PTY,2024-04-08 17:58:00,2024-09-04 00:44:00,405,ON_TIME,0,A320,ECONOMY,38E,F111E983-37E0-4CE9-86CD-9C5EFE3EEDC3,F,25,US,2024-01-01 16:05:00,AEROPUERTO,TARJETA,116.8,USD,116.8,1,0,2024-04-08
7168,AA,AMERICAN AIRLINES,AA5157,HAV,MAD,2024-04-08 23:20:00,2024-09-04 00:56:00,75,ON_TIME,0,A320,ECONOMY,28B,4ABD2AEA-8DE6-457C-BE5C-7C5075300C45,M,21,PA,2023-12-20 07:59:00,WEB,TRANSFERENCIA,119.1,GTQ,15.24,1,0,2024-04-08
8578,FR,RYANAIR,FR2398,SAL,LAX,2024-04-09 00:01:00,2024-04-09 04:29:00,257,ON_TIME,0,A320,ECONOMY,43B,63E81297-DDF1-4722-A7F0-F10BFC388861,F,47,GT,2024-01-11 03:54:00,WEB,PAYPAL,78.93,EUR,86.03,1,0,2024-04-09
9730,AV,AVIANCA,AV1296,BOG,PTY,2024-04-09 00:03:00,2024-09-04 02:06:00,122,ON_TIME,0,B739,ECONOMY,32A,1D3E7229-902D-405D-BFB4-267E003459AC,F,49,CO,2024-09-01 23:50:00,AGENCIA,TARJETA,130.43,USD,130.43,0,0,2024-04-09
4627,LA,LATAM,LA0099,MAD,MEX,2024-04-09 01:08:00,2024-04-09 04:30:00,185,ON_TIME,0,B757,ECONOMY,24A,FD501BBC-435E-4FD8-B15F-1F5B01EE8A77,M,28,CO,2024-05-03 12:25:00,APP,PUNTOS,51.41,USD,51.41,2,1,2024-04-09
3652,FR,RYANAIR,FR4186,CUN,MIA,2024-04-09 01:27:00,2024-04-09 03:52:00,121,ON_TIME,0,A320,ECONOMY,42B,9D5895F6-9FF2-4359-B963-FEE55EB9C0A0,M,28,PE,2024-02-23 03:18:00,CALL_CENTER,PUNTOS,91.71,USD,91.71,2,1,2024-04-09
3841,FR,RYANAIR,FR6530,PTY,HAV,2024-04-09 03:19:00,2024-04-09 09:07:00,335,ON_TIME,0,B787,ECONOMY,45B,39337005-2790-45AF-85EF-572DB5E5A91A,M,40,ES,2024-04-04 01:53:00,AGENCIA,TARJETA,61.44,USD,61.44,1,0,2024-04-09
533,CM,COPA AIRLINES,CM6323,LIM,CUN,2024-04-09 07:20:00,2024-04-09 09:40:00,145,ON_TIME,0,B767,ECONOMY,27D,65064676-33E5-4706-8606-A38C00BE6005,F,29,ES,2024-11-02 02:35:00,CALL_CENTER,TRANSFERENCIA,55.04,MXN,3.19,1,0,2024-04-09
1338,AA,AMERICAN AIRLINES,AA0972,JFK,LAX,2024-04-09 08:19:00,2024-04-09 14:31:00,363,ON_TIME,0,B739,ECONOMY,41C,BB07717D-0127-4291-9D9B-B78B5459FC80,M,20,CO,2023-12-15 07:15:00,CALL_CENTER,TRANSFERENCIA,40.98,USD,40.98,1,0,2024-04-09
8859,WN,SOUTHWEST,WN9480,HAV,SJO,2024-04-09 08:38:00,2024-04-09 14:54:00,368,ON_TIME,0,B757,ECONOMY,25E,94A796A4-C909-4E8F-BD50-38E6D1DEE61A,F,49,CU,2023-12-12 07:51:00,,TRANSFERENCIA,77.41,USD,77.41,1,0,2024-04-09
3052,FR,RYANAIR,FR8846,CUN,MAD,2024-04-09 08:42:00,2024-04-09 12:45:00,55,DELAYED,197,B737,ECONOMY,29F,0B6B88F9-9A01-47DE-A3CE-C3BAFAF88AFF,M,19,PE,2024-03-08 03:17:00,WEB,PUNTOS,92.06,USD,92.06,1,0,2024-04-09
4025,IB,IBERIA,IB4399,PTY,BOG,2024-04-09 09:23:00,2024-09-04 11:56:00,129,ON_TIME,0,E190,ECONOMY,24C,ED5D79BF-1CA2-42AA-8E28-716518B2A637,M,17,,,APP,PAYPAL,83.88,USD,83.88,2,1,2024-04-09
9540,B6,JETBLUE,B63369,LIM,GUA,2024-04-09 12:47:00,2024-04-09 15:14:00,147,ON_TIME,0,A321,PREMIUM_ECONOMY,11C,7E6BC5B8-C3AF-42ED-888C-99B2B54B7F88,F,28,ES,,AEROPUERTO,EFECTIVO,70.17,MXN,4.07,2,1,2024-04-09
1175,DL,DELTA,DL8015,JFK,SJO,2024-04-09 12:51:00,2024-04-09 17:01:00,229,ON_TIME,0,B738,ECONOMY,30D,416E0759-2CF4-446A-A100-F12D7E753231,M,43,CU,,WEB,PUNTOS,71.01,USD,71.01,1,0,2024-04-09
7535,CM,COPA AIRLINES,CM6229,LAX,SAP,2024-04-09 12:52:00,2024-04-09 19:09:00,367,ON_TIME,0,B757,ECONOMY,39E,B4DC52C4-8D51-4CB9-853F-F9012461A5EA,F,29,PE,2024-01-18 01:20:00,APP,PUNTOS,68.85,USD,68.85,1,0,2024-04-09
1042,UA,UNITED,UA2182,SJO,MEX,2024-04-09 16:47:00,2024-04-09 17:49:00,55,ON_TIME,0,A319,ECONOMY,31C,B9F9E03F-1F59-41BC-9CBB-74B1D1C5D782,F,15,ES,2024-02-29 12:41:00,WEB,PAYPAL,36.46,USD,36.46,2,1,2024-04-09
934,IB,IBERIA,IB9377,HAV,SAP,2024-04-09 17:57:00,2024-04-09 19:38:00,104,ON_TIME,0,B787,ECONOMY,35A,8A1E7A7C-2963-4813-B369-86FEF1D7A72D,F,47,HN,2024-03-29 10:55:00,WEB,TRANSFERENCIA,120.83,USD,120.83,1,0,2024-04-09
9857,WN,SOUTHWEST,WN0972,SAP,MEX,2024-04-09 18:14:00,2024-04-10 01:18:00,420,DIVERTED,0,B739,BUSINESS,7E,4AA8BFD3-3392-443B-84AD-3897953E1AD5,F,25,HN,2024-03-11 05:15:00,AEROPUERTO,PAYPAL,99.95,USD,99.95,1,0,2024-04-09
9293,LA,LATAM,LA4160,MAD,MEX,2024-04-09 19:01:00,2024-09-04 20:11:00,68,ON_TIME,0,B767,PREMIUM_ECONOMY,14E,300D8A5C-47C5-4DCF-AFA6-E41DC27CE0F5,F,51,GT,,AGENCIA,PAYPAL,74.37,MXN,4.31,2,1,2024-04-09
7395,AV,AVIANCA,AV4772,HAV,BCN,2024-04-09 20:03:00,2024-04-09 22:18:00,113,ON_TIME,0,B757,ECONOMY,20F,DB69B2B4-5830-4AF6-9994-20A75EFAAF46,F,29,GT,2024-10-03 23:06:00,CALL_CENTER,PUNTOS,"82,19",USD,82.19,0,0,2024-04-09
4198,WN,SOUTHWEST,WN5725,SAP,BCN,2024-04-09 20:09:00,2024-04-09 23:26:00,100,DELAYED,102,E190,ECONOMY,41E,E658391C-289B-4A25-893C-1C4BABEEFCB1,M,23,PE,2024-04-02 11:25:00,APP,PAYPAL,111.44,MXN,6.46,2,1,2024-04-09
4056,FR,RYANAIR,FR0995,MAD,SJO,2024-04-09 22:55:00,2024-09-05 05:33:00,400,ON_TIME,0,B738,ECONOMY,45F,9E452F91-01EC-4E8D-98FA-0DC430FC63CC,M,21,HN,2024-05-25 05:50:00,AGENCIA,PAYPAL,41.42,GTQ,5.3,2,1,2024-04-09
5074,WN,SOUTHWEST,WN0091,BOG,SAP,2024-04-10 03:20:00,,,CANCELLED,0,B777,ECONOMY,,C6CC59EA-3ACB-4F0B-BD29-7CFB1D162BED,X,18,CU,2024-02-10 05:27:00,AGENCIA,PAYPAL,77.28,GTQ,9.89,0,0,2024-04-10
4392,IB,IBERIA,IB3110,BOG,PTY,2024-04-10 08:09:00,2024-10-04 15:18:00,418,ON_TIME,0,B738,ECONOMY,29E,12EDA59D-2F95-4B31-ABBF-27F8C028DD73,M,49,MX,,CALL_CENTER,PUNTOS,54.18,USD,54.18,1,0,2024-04-10
4429,AM,AEROMEXICO,AM0379,BCN,SAP,2024-04-10 10:28:00,2024-10-04 14:42:00,263,ON_TIME,0,A319,ECONOMY,44D,119AC7C3-85F3-4628-81F8-16340C0323EA,M,36,ES,2024-01-28 23:10:00,WEB,EFECTIVO,85.32,USD,85.32,1,0,2024-04-10
7857,AV,AVIANCA,AV9555,PTY,HAV,2024-04-10 12:15:00,2024-10-04 13:58:00,108,ON_TIME,0,B737,ECONOMY,18C,FC08546B-2F10-4FF3-A7BD-1A5A7EE3CC63,F,35,PE,2024-01-10 10:20:00,APP,PAYPAL,64.73,USD,64.73,0,0,2024-04-10
1870,DL,DELTA,DL6379,LIM,BOG,2024-04-10 12:30:00,2024-04-10 15:37:00,197,ON_TIME,0,B738,PREMIUM_ECONOMY,15F,9A7A7A9B-7A66-4754-A056-284084804A8F,M,29,CR,2024-06-21 23:43:00,WEB,PAYPAL,68.59,USD,68.59,1,0,2024-04-10
6111,WN,SOUTHWEST,WN9222,LAX,LIM,2024-04-10 13:01:00,2024-04-10 15:01:00,101,ON_TIME,0,E190,ECONOMY,31A,C9A66BE3-D7A5-4754-A0E1-BD1FD04848F4,M,41,MX,2024-08-11 12:34:00,APP,PUNTOS,76.68,GTQ,9.82,1,0,2024-04-10
5819,LA,LATAM,LA4060,BCN,LAX,2024-04-10 15:30:00,2024-10-04 16:30:00,58,ON_TIME,0,B757,ECONOMY,42C,A3829FF1-605B-4E08-8EAE-4A235565FD71,M,33,GT,,AEROPUERTO,EFECTIVO,74.58,USD,74.58,1,0,2024-04-10
1740,LA,LATAM,LA0888,SJO,BOG,2024-04-10 21:26:00,2024-11-04 03:40:00,367,ON_TIME,0,CRJ9,ECONOMY,19B,9D4E8F49-4C46-47C3-93A1-78C8ED649E70,M,48,CO,2023-12-16 13:38:00,AEROPUERTO,TRANSFERENCIA,132.32,USD,132.32,0,0,2024-04-10
1173,AV,AVIANCA,AV6996,MAD,LIM,2024-04-10 22:20:00,2024-04-11 04:01:00,333,ON_TIME,0,E190,BUSINESS,5F,4C60FD85-61BA-47D2-98E7-C15FF5447109,F,6,CR,2024-03-04 13:51:00,APP,TRANSFERENCIA,263.08,GTQ,33.67,1,0,2024-04-10
6430,AM,AEROMEXICO,AM5723,BCN,LAX,2024-04-10 22:24:00,2024-11-04 04:26:00,356,ON_TIME,0,B787,ECONOMY,45E,07FB8439-9DAB-4B17-B0DA-2B1BB8FD50AE,M,34,ES,,AEROPUERTO,PUNTOS,49.9,USD,49.9,1,0,2024-04-10
5508,CM,COPA AIRLINES,CM4964,CUN,HAV,2024-04-10 23:23:00,2024-05-10 05:18:00,350,ON_TIME,0,B739,ECONOMY,33D,F1F4D455-386F-4EBA-AA0A-FBF45DE2CDED,M,46,ES,2024-03-10 15:59:00,AGENCIA,EFECTIVO,83.66,USD,83.66,1,0,2024-04-10
9676,DL,DELTA,DL8640,PTY,MIA,2024-04-11 00:18:00,2024-04-11 02:27:00,130,ON_TIME,0,E190,ECONOMY,38F,DB895B01-0573-478D-B945-4955521E560D,M,32,CU,2024-09-04 10:53:00,APP,EFECTIVO,74.71,USD,74.71,1,0,2024-04-11
2854,AA,AMERICAN AIRLINES,AA2824,HAV,BCN,2024-04-11 02:48:00,,,CANCELLED,0,B757,ECONOMY,,BE3E9BCA-4EDB-40DC-90DE-300DD02DC8FC,M,46,PA,2024-03-08 00:35:00,AEROPUERTO,PAYPAL,90.43,MXN,5.24,1,0,2024-04-11
2560,BA,BRITISH AIRWAYS,BA6359,MEX,BCN,2024-04-11 02:53:00,2024-11-04 07:09:00,232,ON_TIME,0,E190,ECONOMY,40B,617ACC16-464E-419A-8C09-DBAA61A0DCE5,M,13,PA,2024-01-10 11:16:00,AEROPUERTO,TRANSFERENCIA,108.41,USD,108.41,0,0,2024-04-11
9334,AV,AVIANCA,AV2621,CUN,PTY,2024-04-11 06:43:00,2024-11-04 11:31:00,293,DIVERTED,0,B767,ECONOMY,26E,62452355-C1D8-4F99-A118-2EA30E128F6F,M,,GT,2024-01-26 03:08:00,APP,PAYPAL,103.85,USD,103.85,3,2,2024-04-11
7432,AA,AMERICAN AIRLINES,AA7930,GUA,BOG,2024-04-11 08:57:00,2024-11-04 13:40:00,272,ON_TIME,0,CRJ9,ECONOMY,33F,5465399A-0C54-4433-843B-F1094FBDCDBA,M,29,GT,2024-08-07 10:49:00,WEB,PAYPAL,75.24,USD,75.24,1,0,2024-04-11
411,WN,SOUTHWEST,WN5221,GUA,BOG,2024-04-11 11:29:00,2024-11-04 17:37:00,364,DELAYED,14,A320,ECONOMY,22D,52265E4B-6F3B-46ED-AB73-AAAD3D6D90E4,M,27,CU,2024-06-03 13:05:00,AGENCIA,TRANSFERENCIA,133.39,MXN,7.74,2,1,2024-04-11
5861,AA,AMERICAN AIRLINES,AA0155,LIM,SJO,2024-04-11 13:21:00,,,CANCELLED,0,E190,ECONOMY,,38A86881-76AC-4018-A9AC-C182896C6831,F,31,GT,2024-04-09 06:45:00,APP,EFECTIVO,57.33,USD,57.33,1,0,2024-04-11
730,UA,UNITED,UA4555,BCN,LIM,2024-04-11 14:15:00,2024-04-11 18:07:00,239,ON_TIME,0,E190,ECONOMY,42A,A4798166-B420-4BC6-A0E9-77F9503AEAB7,M,50,CR,,WEB,PUNTOS,103.09,MXN,5.98,1,0,2024-04-11
9921,AV,AVIANCA,AV9271,SJO,HAV,2024-04-11 14:18:00,2024-04-11 20:56:00,407,ON_TIME,0,B738,ECONOMY,30D,DDE50511-91B4-4FC7-80DC-1D2BEECCD177,M,49,US,2024-03-28 06:39:00,WEB,EFECTIVO,112.11,GTQ,14.35,1,0,2024-04-11
5992,IB,IBERIA,IB2942,PTY,JFK,2024-04-11 18:56:00,2024-11-04 22:02:00,188,ON_TIME,0,B737,ECONOMY,43A,2799C0AB-2B7A-48BD-B676-DE35F01DFB02,M,1,PA,2024-04-06 06:34:00,APP,TRANSFERENCIA,73.31,USD,73.31,1,0,2024-04-11
5656,AV,AVIANCA,AV6760,BCN,SAL,2024-04-11 19:14:00,2024-11-04 21:23:00,118,ON_TIME,0,B739,ECONOMY,26A,573FF9A9-95B6-46D6-8A85-4401CFE477A1,M,32,ES,2024-11-02 19:20:00,WEB,PAYPAL,55.95,GTQ,7.16,2,1,2024-04-11
4932,IB,IBERIA,IB7768,SAL,BCN,2024-04-11 19:33:00,2024-04-11 22:12:00,155,ON_TIME,0,B738,ECONOMY,43E,500C402D-BCBC-4C93-B20F-65AEBC68F78B,F,40,US,,CALL_CENTER,EFECTIVO,55.95,USD,55.95,1,0,2024-04-11
8151,AV,AVIANCA,AV4226,MIA,JFK,2024-04-11 22:22:00,2024-11-04 23:58:00,95,ON_TIME,0,B737,ECONOMY,17D,25A14718-40E2-458D-92D5-33161B409915,M,31,PE,2024-07-07 22:48:00,CALL_CENTER,EFECTIVO,86.47,GTQ,11.07,1,0,2024-04-11
6546,UA,UNITED,UA8186,HAV,LIM,2024-04-11 22:32:00,2024-04-12 00:54:00,100,DELAYED,43,B777,ECONOMY,24A,A32C73BF-8173-4D80-AB6F-F54744CA5363,M,28,ES,2024-05-04 21:53:00,CALL_CENTER,PUNTOS,85.95,MXN,4.99,1,0,2024-04-11
